,id,images,nonPresenterAuthors,subjects,title,year,IndividualAuthor,ArtistOrder
0,lappeenrannanmuseot.0188C337-B8BA-4027-B85E-AE78D062092A,"['/Cover/Show?source=Solr&id=lappeenrannanmuseot.0188C337-B8BA-4027-B85E-AE78D062092A&index=0&size=large', '/Cover/Show?source=Solr&id=lappeenrannanmuseot.0188C337-B8BA-4027-B85E-AE78D062092A&index=1&size=large']","[{'name': 'Aalto, Alvar', 'role': 'suunnittelija'}, {'name': 'Artek', 'role': 'valmistaja'}]","[['huonekalut'], ['naulakot'], ['seinähyllyt'], ['Luukkaan lastenkoti']]",naulakko; seinänaulakko,1930.0,Alvar Aalto,2
1,lappeenrannanmuseot.3db2044e-1b19-4514-903d-5d834aad43c4,"['/Cover/Show?source=Solr&id=lappeenrannanmuseot.3db2044e-1b19-4514-903d-5d834aad43c4&index=0&size=large', '/Cover/Show?source=Solr&id=lappeenrannanmuseot.3db2044e-1b19-4514-903d-5d834aad43c4&index=1&size=large', '/Cover/Show?source=Solr&id=lappeenrannanmuseot.3db2044e-1b19-4514-903d-5d834aad43c4&index=2&size=large']","[{'name': 'Aalto, Alvar', 'role': 'suunnittelija'}]","[['tuolit'], ['sairaalat'], ['tuberkuloosiparantolat']]",tuoli,1930.0,Alvar Aalto,2
2,lappeenrannanmuseot.48FD4DBA-A6F7-4184-AB74-77C387824866,"['/Cover/Show?source=Solr&id=lappeenrannanmuseot.48FD4DBA-A6F7-4184-AB74-77C387824866&index=0&size=large', '/Cover/Show?source=Solr&id=lappeenrannanmuseot.48FD4DBA-A6F7-4184-AB74-77C387824866&index=1&size=large', '/Cover/Show?source=Solr&id=lappeenrannanmuseot.48FD4DBA-A6F7-4184-AB74-77C387824866&index=2&size=large', '/Cover/Show?source=Solr&id=lappeenrannanmuseot.48FD4DBA-A6F7-4184-AB74-77C387824866&index=3&size=large']","[{'name': 'Aalto, Alvar', 'role': 'suunnittelija, varma'}, {'name': 'Artek', 'role': 'valmistaja, varma'}]","[['muotoilu'], ['huonekalut'], ['päiväkodit'], ['lastenkodit'], ['kalusteet'], ['DESIGN'], ['tuolit'], ['LASTENKODIT'], ['1950-LUKU'], ['DESIGN-TUOLIT'], ['huonekalut'], ['päiväkodit'], ['DESIGNETUOTE']]",selkänojallinen pikkutuoli,1930.0,Alvar Aalto,2
3,lappeenrannanmuseot.6219dd3c-87f5-470e-bd59-046e0cb60579,"['/Cover/Show?source=Solr&id=lappeenrannanmuseot.6219dd3c-87f5-470e-bd59-046e0cb60579&index=0&size=large', '/Cover/Show?source=Solr&id=lappeenrannanmuseot.6219dd3c-87f5-470e-bd59-046e0cb60579&index=1&size=large', '/Cover/Show?source=Solr&id=lappeenrannanmuseot.6219dd3c-87f5-470e-bd59-046e0cb60579&index=2&size=large']","[{'name': 'Aalto, Alvar', 'role': 'suunnittelija'}]","[['tuolit'], ['sairaalat'], ['tuberkuloosiparantolat']]",tuoli,1930.0,Alvar Aalto,2
4,lappeenrannanmuseot.67B47DF2-AA24-4415-A480-309EC184921F,"['/Cover/Show?source=Solr&id=lappeenrannanmuseot.67B47DF2-AA24-4415-A480-309EC184921F&index=0&size=large', '/Cover/Show?source=Solr&id=lappeenrannanmuseot.67B47DF2-AA24-4415-A480-309EC184921F&index=1&size=large', '/Cover/Show?source=Solr&id=lappeenrannanmuseot.67B47DF2-AA24-4415-A480-309EC184921F&index=2&size=large']","[{'name': 'Aalto, Alvar', 'role': 'suunnittelija'}, {'name': 'Artek', 'role': 'valmistaja'}]","[['naulakot'], ['huonekalut'], ['seinähyllyt']]",naulakko; seinänaulakko,1930.0,Alvar Aalto,2
5,museovirasto.63E82A0C5A7B76B7E947FC2FDD158257,['/Cover/Show?source=Solr&id=museovirasto.63E82A0C5A7B76B7E947FC2FDD158257&index=0&size=large'],"[{'name': 'Aalto, Alvar', 'role': 'suunnittelija varma', 'id': 'http://urn.fi/URN:NBN:fi:au:finaf:000068760'}]",[['nojatuolit']],nojatuoli,1930.0,Alvar Aalto,2
6,museovirasto.DF5293E56DBC4B60C6F947A3D2CB9CEA,['/Cover/Show?source=Solr&id=museovirasto.DF5293E56DBC4B60C6F947A3D2CB9CEA&index=0&size=large'],"[{'name': 'Aalto, Alvar', 'role': 'suunnittelija varma', 'id': 'http://urn.fi/URN:NBN:fi:au:finaf:000068760'}]",[['nojatuolit']],nojatuoli,1930.0,Alvar Aalto,2
7,husmuseo.hus-4142,['/Cover/Show?source=Solr&id=husmuseo.hus-4142&index=0&size=large'],"[{'name': 'Alvar Aalto', 'role': 'Suunnittelija'}, {'name': 'Alvar Aalto', 'role': 'Suunnittelija'}]","[['synnytyssairaalat'], ['huonekalut'], ['kalusteet'], ['odotustilat'], ['sairaalat'], ['tuolit'], ['1935-2010']]",Tuoli; Artek 69,1935.0,Alvar Aalto,2
8,kymenlaaksonmuseot.KarhE926:1,"['/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE926%3A1&index=0&size=large', '/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE926%3A1&index=1&size=large']","[{'name': 'Alvar Aalto', 'role': 'suunnittelija'}, {'name': 'Karhulan lasitehdas', 'role': 'valmistaja'}, {'name': 'Hugo Rask', 'role': 'puhaltaja'}]","[['maljat'], ['353 rakennusten varustus'], ['hoito ja palveluskunta sisustaminen ja sisustustekstilit'], ['531 taiteet taidekäsityö ja muotoilu'], ['323 perusraaka-aineiden jalostus keramiikka- ja lasiteollisuus'], ['1936 - 1936']]",malja; 9745,1935.0,Alvar Aalto,2
9,kymenlaaksonmuseot.KarhE928:3,"['/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE928%3A3&index=0&size=large', '/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE928%3A3&index=1&size=large', '/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE928%3A3&index=2&size=large']","[{'name': 'Alvar Aalto', 'role': 'suunnittelija'}, {'name': 'Karhulan lasitehdas', 'role': 'valmistaja'}, {'name': 'Hugo Rask', 'role': 'puhaltaja'}]","[['maljakot'], ['531 taiteet taidekäsityö ja muotoilu'], ['323 perusraaka-aineiden jalostus keramiikka- ja lasiteollisuus'], ['353 rakennusten varustus'], ['hoito ja palveluskunta sisustaminen ja sisustustekstilit'], ['1936 - 1936']]",maljakko; 9750; Savoy-maljakko,1935.0,Alvar Aalto,2
10,kymenlaaksonmuseot.KarhE928:5,"['/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE928%3A5&index=0&size=large', '/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE928%3A5&index=1&size=large', '/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE928%3A5&index=2&size=large']","[{'name': 'Alvar Aalto', 'role': 'suunnittelija'}, {'name': 'Hugo Rask', 'role': 'puhaltaja'}, {'name': 'Karhulan lasitehdas', 'role': 'valmistaja'}]","[['maljakot'], ['323 perusraaka-aineiden jalostus keramiikka- ja lasiteollisuus'], ['353 rakennusten varustus'], ['hoito ja palveluskunta sisustaminen ja sisustustekstilit'], ['531 taiteet taidekäsityö ja muotoilu'], ['1936 - 1936']]",maljakko; Savoy-maljakko; 9750,1935.0,Alvar Aalto,2
11,kymenlaaksonmuseot.KarhE923:2,"['/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE923%3A2&index=0&size=large', '/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE923%3A2&index=1&size=large', '/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE923%3A2&index=2&size=large']","[{'name': 'Karhulan lasitehdas', 'role': 'valmistaja'}, {'name': 'Alvar Aalto', 'role': 'suunnittelija'}]","[['maljat'], ['531 taiteet taidekäsityö ja muotoilu'], ['323 perusraaka-aineiden jalostus keramiikka- ja lasiteollisuus'], ['353 rakennusten varustus'], ['hoito ja palveluskunta sisustaminen ja sisustustekstilit'], ['1936 - 1936']]",malja; 9747,1936.0,Alvar Aalto,2
12,kymenlaaksonmuseot.KarhE923:4,"['/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE923%3A4&index=0&size=large', '/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE923%3A4&index=1&size=large', '/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE923%3A4&index=2&size=large']","[{'name': 'Alvar Aalto', 'role': 'suunnittelija'}, {'name': 'Karhulan lasitehdas', 'role': 'valmistaja'}]","[['maljat'], ['353 rakennusten varustus'], ['hoito ja palveluskunta sisustaminen ja sisustustekstilit'], ['323 perusraaka-aineiden jalostus keramiikka- ja lasiteollisuus'], ['531 taiteet taidekäsityö ja muotoilu'], ['1936 - 1936']]",malja; 9747,1936.0,Alvar Aalto,2
13,kymenlaaksonmuseot.KarhE923:6,"['/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE923%3A6&index=0&size=large', '/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE923%3A6&index=1&size=large', '/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE923%3A6&index=2&size=large']","[{'name': 'Alvar Aalto', 'role': 'suunnittelija'}, {'name': 'Karhulan lasitehdas', 'role': 'valmistaja'}]","[['maljat'], ['323 perusraaka-aineiden jalostus keramiikka- ja lasiteollisuus'], ['353 rakennusten varustus'], ['hoito ja palveluskunta sisustaminen ja sisustustekstilit'], ['531 taiteet taidekäsityö ja muotoilu'], ['1936 - 1936']]",malja; 9747,1936.0,Alvar Aalto,2
14,kymenlaaksonmuseot.KarhE924:1,"['/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE924%3A1&index=0&size=large', '/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE924%3A1&index=1&size=large', '/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE924%3A1&index=2&size=large']","[{'name': 'Hugo Rask', 'role': 'puhaltaja'}, {'name': 'Alvar Aalto', 'role': 'suunnittelija'}, {'name': 'Karhulan lasitehdas', 'role': 'valmistaja'}]","[['maljat'], ['531 taiteet taidekäsityö ja muotoilu'], ['353 rakennusten varustus'], ['hoito ja palveluskunta sisustaminen ja sisustustekstilit'], ['323 perusraaka-aineiden jalostus keramiikka- ja lasiteollisuus'], ['1936 - 1936']]",malja; 9746,1936.0,Alvar Aalto,2
15,kymenlaaksonmuseot.KarhE925:2,"['/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE925%3A2&index=0&size=large', '/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE925%3A2&index=1&size=large', '/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE925%3A2&index=2&size=large']","[{'name': 'Karhulan lasitehdas', 'role': 'valmistaja'}, {'name': 'Alvar Aalto', 'role': 'suunnittelija'}, {'name': 'Hugo Rask', 'role': 'puhaltaja'}]","[['maljat'], ['323 perusraaka-aineiden jalostus keramiikka- ja lasiteollisuus'], ['353 rakennusten varustus'], ['hoito ja palveluskunta sisustaminen ja sisustustekstilit'], ['531 taiteet taidekäsityö ja muotoilu'], ['1936 - 1936']]",malja; 9748,1936.0,Alvar Aalto,2
16,kymenlaaksonmuseot.KarhE925:3,"['/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE925%3A3&index=0&size=large', '/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE925%3A3&index=1&size=large']","[{'name': 'Karhulan lasitehdas', 'role': 'valmistaja'}, {'name': 'Hugo Rask', 'role': 'puhaltaja'}, {'name': 'Alvar Aalto', 'role': 'suunnittelija'}]","[['maljat'], ['323 perusraaka-aineiden jalostus keramiikka- ja lasiteollisuus'], ['531 taiteet taidekäsityö ja muotoilu'], ['353 rakennusten varustus'], ['hoito ja palveluskunta sisustaminen ja sisustustekstilit'], ['1936 - 1936']]",malja; 9748,1936.0,Alvar Aalto,2
17,kymenlaaksonmuseot.KarhE927:1,"['/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE927%3A1&index=0&size=large', '/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE927%3A1&index=1&size=large', '/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE927%3A1&index=2&size=large', '/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE927%3A1&index=3&size=large']","[{'name': 'Karhulan lasitehdas', 'role': 'valmistaja'}, {'name': 'Alvar Aalto', 'role': 'suunnittelija'}]","[['maljakot'], ['531 taiteet taidekäsityö ja muotoilu'], ['323 perusraaka-aineiden jalostus keramiikka- ja lasiteollisuus'], ['353 rakennusten varustus'], ['hoito ja palveluskunta sisustaminen ja sisustustekstilit']]",maljakko; Savoy-maljakko,1936.0,Alvar Aalto,2
18,kymenlaaksonmuseot.YLEE2019002:1,"['/Cover/Show?source=Solr&id=kymenlaaksonmuseot.YLEE2019002%3A1&index=0&size=large', '/Cover/Show?source=Solr&id=kymenlaaksonmuseot.YLEE2019002%3A1&index=1&size=large']","[{'name': 'Alvar Aalto', 'role': 'suunnittelija'}]","[['ovet'], ['rivitalot'], ['asuinrakennukset'], ['Kotka -- Sunila'], ['341 rakennukset arkkitehtuuri'], ['342 rakennukset asunnot ja asumukset']]",ovi; asuinhuoneiston ulko-ovi,1936.0,Alvar Aalto,2
19,kymenlaaksonmuseot.KarhE924:2,"['/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE924%3A2&index=0&size=large', '/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE924%3A2&index=1&size=large', '/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE924%3A2&index=2&size=large']","[{'name': 'Hugo Rask', 'role': 'puhaltaja'}, {'name': 'Karhulan lasitehdas', 'role': 'valmistaja'}, {'name': 'Alvar Aalto', 'role': 'suunnittelija'}]","[['maljat'], ['531 taiteet taidekäsityö ja muotoilu'], ['353 rakennusten varustus'], ['hoito ja palveluskunta sisustaminen ja sisustustekstilit'], ['323 perusraaka-aineiden jalostus keramiikka- ja lasiteollisuus'], ['1936 - 1936']]",malja; 9746,1937.0,Alvar Aalto,2
20,kymenlaaksonmuseot.KarhE930:1,"['/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE930%3A1&index=0&size=large', '/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE930%3A1&index=1&size=large', '/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE930%3A1&index=2&size=large']","[{'name': 'Emil Helander', 'role': 'puhaltaja'}, {'name': 'Alvar Aalto', 'role': 'suunnittelija'}, {'name': 'Karhulan lasitehdas', 'role': 'valmistaja'}]","[['maljakot'], ['531 taiteet taidekäsityö ja muotoilu'], ['323 perusraaka-aineiden jalostus keramiikka- ja lasiteollisuus'], ['353 rakennusten varustus'], ['hoito ja palveluskunta sisustaminen ja sisustustekstilit'], ['1936 - 1936']]",maljakko; 9744; Savoy,1937.0,Alvar Aalto,2
21,kymenlaaksonmuseot.KarhE936:1,"['/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE936%3A1&index=0&size=large', '/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE936%3A1&index=1&size=large']","[{'name': 'Alvar Aalto', 'role': 'suunnittelija'}, {'name': 'Karhulan lasitehdas', 'role': 'valmistaja'}]","[['lautaset (astiat)'], ['531 taiteet taidekäsityö ja muotoilu'], ['353 rakennusten varustus'], ['hoito ja palveluskunta sisustaminen ja sisustustekstilit'], ['323 perusraaka-aineiden jalostus keramiikka- ja lasiteollisuus'], ['1939 - 1959']]",lautanen; 9770,1939.0,Alvar Aalto,2
22,postimuseo.62bc3a94-d938-4242-b6e5-f0c378011a87,"['/Cover/Show?source=Solr&id=postimuseo.62bc3a94-d938-4242-b6e5-f0c378011a87&index=0&size=large', '/Cover/Show?source=Solr&id=postimuseo.62bc3a94-d938-4242-b6e5-f0c378011a87&index=1&size=large']","[{'name': 'Aalto, Alvar', 'role': 'suunnittelija'}]","[['postinkäsittely'], ['postitoimipaikat'], ['sisustus'], ['hyllyt'], ['pöydät'], ['postinlajittelu'], ['postitoimistot'], ['käyttöaika 1939-1985']]",lajitteluhylly ja pöytä,1939.0,Alvar Aalto,2
23,postimuseo.e197978e-b983-4b88-b3fc-39066e1ca3bb,"['/Cover/Show?source=Solr&id=postimuseo.e197978e-b983-4b88-b3fc-39066e1ca3bb&index=0&size=large', '/Cover/Show?source=Solr&id=postimuseo.e197978e-b983-4b88-b3fc-39066e1ca3bb&index=1&size=large']","[{'name': 'Aalto, Alvar', 'role': 'suunnittelija'}]","[['kirjoituspöydät'], ['postitoimipaikat'], ['sisustus'], ['postitoimistot'], ['käyttöaika 1930-1985']]",pöytä; kirjoituspöytä,1939.0,Alvar Aalto,2
24,postimuseo.f621e056-29a9-4a01-a202-8feca7d013f5,['/Cover/Show?source=Solr&id=postimuseo.f621e056-29a9-4a01-a202-8feca7d013f5&index=0&size=large'],"[{'name': 'Aalto, Alvar', 'role': 'suunnittelija'}]","[['jakkarat'], ['tuolit'], ['postitoimipaikat'], ['sisustus'], ['postitoimistot'], ['käyttöaika 1930-1985']]",tuoli; jakkara,1939.0,Alvar Aalto,2
25,hkm.5BFD3803-F9A7-46E7-84C4-08A3AA80F055,['/Cover/Show?source=Solr&id=hkm.5BFD3803-F9A7-46E7-84C4-08A3AA80F055&index=0&size=large'],"[{'name': 'Aalto, Alvar', 'role': 'muotoilija', 'id': 'https://isni.org/isni/0000000109136025'}, {'name': 'Huonekalutehdas Korhonen Oy', 'role': 'valmistaja', 'id': 'http://urn.fi/URN:NBN:fi:au:finaf:000016719'}]","[['modernismi (tyyli)'], ['tuolit'], ['pula-ajat'], ['huonekaluteollisuus']]",tuoli; pikkutuoli; Tuoli 69,1942.0,Alvar Aalto,2
26,hkm.66E1C630-D55B-4C39-9221-8A2FCED28102,['/Cover/Show?source=Solr&id=hkm.66E1C630-D55B-4C39-9221-8A2FCED28102&index=0&size=large'],"[{'name': 'Aalto, Alvar', 'role': 'muotoilija', 'id': 'https://isni.org/isni/0000000109136025'}, {'name': 'Huonekalutehdas Korhonen Oy', 'role': 'valmistaja', 'id': 'http://urn.fi/URN:NBN:fi:au:finaf:000016719'}]","[['huonekalut'], ['istuimet'], ['tuolit'], ['nojatuolit'], ['ammattikoulut'], ['ammatillinen koulutus'], ['funktionalismi'], ['käyttöaika 1978 ennen']]",tuoli; nojatuoli; Nojatuoli No 45,1947.0,Alvar Aalto,2
27,hkm.CD00DA53-0A9D-468B-AEA3-8A061A8DE2D5,['/Cover/Show?source=Solr&id=hkm.CD00DA53-0A9D-468B-AEA3-8A061A8DE2D5&index=0&size=large'],"[{'name': 'Aalto, Alvar', 'role': 'suunnittelija', 'id': 'https://isni.org/isni/0000000109136025'}, {'name': 'Artek', 'role': 'jälleenmyyjä', 'id': 'https://isni.org/isni/0000000474486306'}, {'name': 'Huonekalutehdas Korhonen Oy', 'role': 'valmistaja', 'id': 'http://urn.fi/URN:NBN:fi:au:finaf:000016719'}]","[['huonekalut'], ['istuimet'], ['tuolit'], ['nojatuolit'], ['ammattikoulut'], ['ammatillinen koulutus'], ['funktionalismi'], ['käyttöaika 1978 ennen']]",tuoli; nojatuoli; Nojatuoli No 45,1947.0,Alvar Aalto,2
28,lappeenrannanmuseot.819A287A-F8AB-413A-81B2-E77876396363,"['/Cover/Show?source=Solr&id=lappeenrannanmuseot.819A287A-F8AB-413A-81B2-E77876396363&index=0&size=large', '/Cover/Show?source=Solr&id=lappeenrannanmuseot.819A287A-F8AB-413A-81B2-E77876396363&index=1&size=large', '/Cover/Show?source=Solr&id=lappeenrannanmuseot.819A287A-F8AB-413A-81B2-E77876396363&index=2&size=large']","[{'name': 'Aalto, Alvar', 'role': 'suunnittelija'}, {'name': 'Artek', 'role': 'valmistaja'}]","[['kalusteet'], ['seinähyllyt'], ['laatikostot'], ['hyllyt'], ['Luukkaan lastenkoti']]","seinälaatikkohylly; Artekin seinälaatikosto 114B, 2 kpl",1947.0,Alvar Aalto,2
29,heinolanmuseo.hkm-92816,['/Cover/Show?source=Solr&id=heinolanmuseo.hkm-92816&index=0&size=large'],"[{'name': 'Aalto Alvar', 'role': 'Suunnittelija'}]","[['Sisustus'], ['Huonekalut'], ['Tuolit'], ['Istuimet']]",tuoli; Artek 65,1950.0,Alvar Aalto,2
30,hkm.19BC1608-70F9-4078-8F2E-D22DA1FAB8D9,['/Cover/Show?source=Solr&id=hkm.19BC1608-70F9-4078-8F2E-D22DA1FAB8D9&index=0&size=large'],"[{'name': 'Aalto, Alvar', 'role': 'suunnittelija', 'id': 'https://isni.org/isni/0000000109136025'}, {'name': 'Artek', 'role': 'jälleenmyyjä', 'id': 'https://isni.org/isni/0000000474486306'}, {'name': 'Huonekalutehdas Korhonen Oy', 'role': 'valmistaja', 'id': 'http://urn.fi/URN:NBN:fi:au:finaf:000016719'}]","[['huonekalut'], ['pöydät'], ['neuvolat'], ['neuvolatoiminta'], ['koulut'], ['kansakoulu'], ['käyttöaika 1976 ennen']]",pöytä; 81 B,1950.0,Alvar Aalto,2
31,hkm.8E7173B9-8DC2-4561-85BE-A53915633CA7,['/Cover/Show?source=Solr&id=hkm.8E7173B9-8DC2-4561-85BE-A53915633CA7&index=0&size=large'],"[{'name': 'Aalto, Alvar', 'role': 'muotoilija', 'id': 'https://isni.org/isni/0000000109136025'}, {'name': 'Huonekalutehdas Korhonen Oy', 'role': 'valmistaja', 'id': 'http://urn.fi/URN:NBN:fi:au:finaf:000016719'}]","[['huonekalut'], ['pöydät'], ['ammattikoulut'], ['ammatillinen koulutus'], ['funktionalismi'], ['käyttöaika 1978 ennen']]",pöytä; sohvapöytä; pöytä 90A,1950.0,Alvar Aalto,2
32,husmuseo.hus-3654,['/Cover/Show?source=Solr&id=husmuseo.hus-3654&index=0&size=large'],"[{'name': 'Alvar Aalto', 'role': 'Suunnittelija'}, {'name': 'Alvar Aalto', 'role': 'Suunnittelija'}]","[['sairaalat'], ['sairaalakalusteet'], ['odotustilat'], ['poliklinikat'], ['nojatuolit'], ['1959-2022']]",Nojatuoli; Artek 403; Poliklinikan odotustilan tuoli,1950.0,Alvar Aalto,2
33,hkm.5FB7ABD5-2FD7-48BD-BC2A-4EB962CEEEF5,['/Cover/Show?source=Solr&id=hkm.5FB7ABD5-2FD7-48BD-BC2A-4EB962CEEEF5&index=0&size=large'],"[{'name': 'Aalto, Alvar', 'role': 'muotoilija', 'id': 'https://isni.org/isni/0000000109136025'}, {'name': 'Huonekalutehdas Korhonen Oy', 'role': 'valmistaja', 'id': 'http://urn.fi/URN:NBN:fi:au:finaf:000016719'}]",[['vanhainkodit']],pöytä; pikkupöytä; Pöytä 90,1953.0,Alvar Aalto,2
34,hkm.CB8889C3-F23A-4701-A9A0-84AC2793075C,['/Cover/Show?source=Solr&id=hkm.CB8889C3-F23A-4701-A9A0-84AC2793075C&index=0&size=large'],"[{'name': 'Valaistustyö Ky', 'role': 'valmistaja'}, {'name': 'Aalto, Alvar', 'role': 'muotoilija', 'id': 'https://isni.org/isni/0000000109136025'}]","[['valaisimet'], ['valo'], ['kattovalaismet'], ['keinovalo']]",valaisin; kattovalaisin; A622,1953.0,Alvar Aalto,2
35,kymenlaaksonmuseot.KarhE928:1,"['/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE928%3A1&index=0&size=large', '/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE928%3A1&index=1&size=large', '/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE928%3A1&index=2&size=large']","[{'name': 'Hugo Rask', 'role': 'puhaltaja'}, {'name': 'Iittalan lasitehdas', 'role': 'valmistaja'}, {'name': 'Alvar Aalto', 'role': 'suunnittelija'}]","[['maljakot'], ['323 perusraaka-aineiden jalostus keramiikka- ja lasiteollisuus'], ['531 taiteet taidekäsityö ja muotoilu'], ['353 rakennusten varustus'], ['hoito ja palveluskunta sisustaminen ja sisustustekstilit'], ['1936 - 1936']]",maljakko; 3030-140; Savoy-maljakko,1954.0,Alvar Aalto,2
36,kymenlaaksonmuseot.KarhE928:2,"['/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE928%3A2&index=0&size=large', '/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE928%3A2&index=1&size=large', '/Cover/Show?source=Solr&id=kymenlaaksonmuseot.KarhE928%3A2&index=2&size=large']","[{'name': 'Hugo Rask', 'role': 'puhaltaja'}, {'name': 'Alvar Aalto', 'role': 'suunnittelija'}, {'name': 'Iittalan lasitehdas', 'role': 'valmistaja'}]","[['maljakot'], ['323 perusraaka-aineiden jalostus keramiikka- ja lasiteollisuus'], ['353 rakennusten varustus'], ['hoito ja palveluskunta sisustaminen ja sisustustekstilit'], ['531 taiteet taidekäsityö ja muotoilu']]",maljakko; Savoy-maljakko; 3030-140,1955.0,Alvar Aalto,2
37,hkm.16A6E80A-ACF7-4C11-A33E-22ACF69395F4,['/Cover/Show?source=Solr&id=hkm.16A6E80A-ACF7-4C11-A33E-22ACF69395F4&index=0&size=large'],"[{'name': 'Valaistustyö Ky', 'role': 'valmistaja'}, {'name': 'Aalto, Alvar', 'role': 'muotoilija', 'id': 'https://isni.org/isni/0000000109136025'}]","[['valaisimet'], ['kattovalaisimet'], ['museot'], ['näyttelyt'], ['näyttelytekniikka'], ['muotoilijat'], ['muotoilu'], ['käyttöaika 1956']]",valaisin; kattovalaisin; kultakello; A330s,1956.0,Alvar Aalto,2
38,ekm.173342566813300,['/Cover/Show?source=Solr&id=ekm.173342566813300&index=0&size=large'],"[{'name': 'Alvar Aalto', 'role': 'suunnittelija'}, {'name': 'Artek', 'role': 'valmistaja'}]","[['vanhainkodit'], ['huonekalut'], ['kunta-ala'], ['tuolit'], ['julkiset palvelut'], ['nojatuolit'], ['vanhainkoti'], ['huonekalu']]",tuoli; nojatuoli Artek 401,1960.0,Alvar Aalto,2
39,hkm.14F538D2-F6A2-442C-AC78-1205D25451E7,['/Cover/Show?source=Solr&id=hkm.14F538D2-F6A2-442C-AC78-1205D25451E7&index=0&size=large'],"[{'name': 'Aalto, Alvar', 'role': 'suunnittelija', 'id': 'https://isni.org/isni/0000000109136025'}, {'name': 'Artek', 'role': 'valmistuttaja', 'id': 'https://isni.org/isni/0000000474486306'}, {'name': 'Huonekalutehdas Korhonen Oy', 'role': 'valmistaja', 'id': 'http://urn.fi/URN:NBN:fi:au:finaf:000016719'}]","[['huonekalut'], ['pöydät'], ['huvilat'], ['edustus'], ['edustustilaisuudet'], ['muotoilu'], ['design'], ['käyttöaika - 2002']]",pöytä; ruokapöytä; viuhkajalka; X800,1970.0,Alvar Aalto,2
40,hkm.BB836BA7-0524-4CAE-A231-CB9795E0BC24,['/Cover/Show?source=Solr&id=hkm.BB836BA7-0524-4CAE-A231-CB9795E0BC24&index=0&size=large'],"[{'name': 'Aalto, Alvar', 'role': 'suunnittelija', 'id': 'https://isni.org/isni/0000000109136025'}, {'name': 'Artek', 'role': 'valmistuttaja', 'id': 'https://isni.org/isni/0000000474486306'}, {'name': 'Huonekalutehdas Korhonen Oy', 'role': 'valmistaja', 'id': 'http://urn.fi/URN:NBN:fi:au:finaf:000016719'}]","[['huonekalut'], ['pöydät'], ['huvilat'], ['edustus'], ['edustustilaisuudet'], ['muotoilu'], ['design'], ['käyttöaika - 2002']]",pöytä; sohvapöytä; viuhkajalka; X700,1970.0,Alvar Aalto,2
